Transaction_date,Transaction_year,Transaction_month,Transaction_ID,Gender,Age,Age_group,Marital_status,State_names,Segment,Employees_status,Payment_method,Referral,Amount_spent,,Label,Description
12/31/2019,2019,December,152293,Female,24,(15-24),Married,Rhode Island,Basic,Employees,Card,Referred,"$2,979.76",,,
1/1/2020,2020,January,152294,Male,34,(25-39),Married,Washington,Silver,Employees,PayPal,Referred,$794.29,,,
1/1/2020,2020,January,152295,Male,68,(55+),Married,New Jersey,Gold,Unemployment,Other,Referred,"$2,458.89",,,
1/1/2020,2020,January,152296,Female,51,(40-54),Married,Rhode Island,Basic,Employees,Card,Referred,"$1,941.55",,,
1/1/2020,2020,January,152297,Female,73,(55+),Married,Alabama,Silver,Self-employed,Other,No Referral,$851.25,,,
1/1/2020,2020,January,152298,Female,75,(55+),Married,North Dakota,Basic,Self-employed,PayPal,Referred,"$2,820.05",,,
1/1/2020,2020,January,152299,Female,63,(55+),Single,Kentucky,Missing,Employees,PayPal,No Referral,"$2,569.93",,,
1/3/2020,2020,January,152302,Male,46,(40-54),Married,Maine,Basic,Workers,PayPal,No Referral,$790.74,,,
1/3/2020,2020,January,152303,Female,21,(15-24),Married,South Dakota,Platinum,Self-employed,Card,No Referral,"$2,884.04",,,
1/3/2020,2020,January,152304,Female,35,(25-39),Single,Vermont,Basic,Employees,Card,Referred,"$2,707.55",,,
1/3/2020,2020,January,152305,Male,53,(40-54),Single,California,Platinum,Employees,PayPal,Referred,"$1,108.32",,,
1/4/2020,2020,January,152306,Male,27,(25-39),Married,Oklahoma,Platinum,Workers,Card,No Referral,$175.70,,,
1/4/2020,2020,January,152307,Male,76,(55+),Married,Washington,Basic,Employees,Other,Referred,"$2,556.55",,,
1/5/2020,2020,January,152309,Female,44,(40-54),Single,Arizona,Basic,Unemployment,Card,No Referral,"$2,476.40",,,
1/5/2020,2020,January,152310,Female,35,(25-39),Married,Colorado,Gold,Self-employed,PayPal,Referred,"$2,513.16",,,
1/5/2020,2020,January,152311,Male,35,(25-39),Married,West Virginia,Silver,Workers,Other,Referred,"$2,987.96",,,
1/6/2020,2020,January,152312,Female,26,(25-39),Single,Georgia,Basic,Employees,PayPal,Referred,$542.38,,,
1/6/2020,2020,January,152313,Female,75,(55+),Married,Georgia,Basic,Employees,Other,Referred,$441.12,,,
1/6/2020,2020,January,152314,Female,18,(15-24),Single,Ohio,Missing,Employees,PayPal,Referred,$321.63,,,
1/6/2020,2020,January,152315,Male,78,(55+),Single,West Virginia,Basic,Workers,Other,No Referral,"$2,429.90",,,
1/6/2020,2020,January,152316,Male,20,(15-24),Single,Virginia,Basic,Self-employed,PayPal,Referred,"$2,616.98",,,
1/6/2020,2020,January,152318,Female,22,(15-24),Married,Idaho,Basic,Workers,Other,Referred,"$2,954.96",,,
1/7/2020,2020,January,152319,Female,41,(40-54),Married,New Mexico,Platinum,Workers,Other,Referred,"$2,612.81",,,
1/7/2020,2020,January,152320,Male,70,(55+),Single,Maryland,Basic,Employees,Card,No Referral,"$2,961.06",,,
1/7/2020,2020,January,152322,Female,78,(55+),Single,Missouri,Basic,Workers,PayPal,No Referral,"$1,407.33",,,
1/7/2020,2020,January,152323,Male,29,(25-39),Married,Colorado,Basic,Self-employed,Other,Referred,"$2,693.76",,,
1/8/2020,2020,January,152324,Male,58,(55+),Married,Minnesota,Platinum,Employees,Other,Referred,"$1,215.66",,,
1/8/2020,2020,January,152325,Male,65,(55+),Single,New York,Basic,Employees,PayPal,Referred,"$1,584.50",,,
1/8/2020,2020,January,152326,Female,35,(25-39),Single,Maine,Basic,Workers,PayPal,Referred,$978.26,,,
1/9/2020,2020,January,152327,Female,17,(15-24),Married,Rhode Island,Platinum,Self-employed,Other,No Referral,"$1,907.39",,,
1/9/2020,2020,January,152328,Male,27,(25-39),Single,Nebraska,Platinum,Employees,Other,Referred,"$1,020.47",,,
1/9/2020,2020,January,152329,Female,67,(55+),Single,Missouri,Basic,Employees,Card,Referred,"$1,988.96",,,
1/9/2020,2020,January,152331,Male,47,(40-54),Married,Georgia,Platinum,Workers,PayPal,Referred,$840.32,,,
1/10/2020,2020,January,152334,Male,68,(55+),Married,Missouri,Gold,Employees,PayPal,Referred,"$2,409.45",,,
1/10/2020,2020,January,152336,Male,44,(40-54),Married,New York,Basic,Workers,PayPal,Referred,"$2,511.17",,,
1/10/2020,2020,January,152337,Female,48,(40-54),Single,Illinois,Missing,Unemployment,Other,No Referral,"$1,766.96",,,
1/10/2020,2020,January,152339,Male,55,(55+),Married,Minnesota,Platinum,Workers,PayPal,No Referral,"$1,812.71",,,
1/11/2020,2020,January,152340,Male,71,(55+),Single,California,Missing,Unemployment,PayPal,Referred,$458.09,,,
1/11/2020,2020,January,152341,Male,18,(15-24),Married,Tennessee,Basic,Self-employed,PayPal,No Referral,$212.17,,,
1/11/2020,2020,January,152342,Female,67,(55+),Single,Georgia,Basic,Self-employed,PayPal,Referred,"$1,728.48",,,
1/12/2020,2020,January,152343,Male,66,(55+),Married,Colorado,Missing,Employees,PayPal,No Referral,"$2,642.99",,,
1/12/2020,2020,January,152344,Male,48,(40-54),Married,Mississippi,Platinum,Employees,PayPal,Referred,"$1,068.04",,,
1/12/2020,2020,January,152345,Female,25,(25-39),Married,Nebraska,Basic,Workers,PayPal,No Referral,"$1,735.07",,,
1/12/2020,2020,January,152346,Female,76,(55+),Married,Pennsylvania,Basic,Employees,PayPal,No Referral,"$1,501.44",,,
1/13/2020,2020,January,152347,Female,39,(25-39),Married,Indiana,Platinum,Workers,PayPal,Referred,"$1,766.51",,,
1/13/2020,2020,January,152348,Male,56,(55+),Single,Michigan,Basic,Workers,Card,Referred,$345.89,,,
1/13/2020,2020,January,152350,Female,68,(55+),Married,Hawaii,Platinum,Employees,PayPal,No Referral,"$1,739.24",,,
1/13/2020,2020,January,152351,Male,60,(55+),Single,Nevada,Missing,Workers,PayPal,Referred,"$1,473.73",,,
1/13/2020,2020,January,152352,Female,73,(55+),Married,Tennessee,Silver,Workers,PayPal,Referred,"$1,886.15",,,
1/14/2020,2020,January,152353,Male,75,(55+),Married,Washington,Basic,Employees,Card,No Referral,"$1,540.30",,,
1/14/2020,2020,January,152354,Female,43,(40-54),Married,Texas,Platinum,Employees,PayPal,No Referral,"$1,239.50",,,
1/16/2020,2020,January,152357,Male,78,(55+),Married,California,Missing,Employees,Other,Referred,$150.76,,,
1/17/2020,2020,January,152359,Female,65,(55+),Married,Wisconsin,Basic,Workers,PayPal,No Referral,"$1,178.68",,,
1/17/2020,2020,January,152360,Female,58,(55+),Single,Oklahoma,Silver,Employees,PayPal,No Referral,"$2,962.48",,,
1/18/2020,2020,January,152362,Male,66,(55+),Married,South Dakota,Basic,Self-employed,PayPal,No Referral,"$2,489.81",,,
1/18/2020,2020,January,152363,Male,25,(25-39),Single,Arizona,Silver,Employees,PayPal,No Referral,"$2,942.85",,,
1/18/2020,2020,January,152364,Female,44,(40-54),Single,Michigan,Basic,Employees,Other,No Referral,"$1,968.96",,,
1/18/2020,2020,January,152365,Female,30,(25-39),Single,Michigan,Basic,Self-employed,PayPal,No Referral,"$2,985.70",,,
1/18/2020,2020,January,152366,Female,71,(55+),Single,Delaware,Basic,Employees,PayPal,No Referral,$14.42,,,
1/19/2020,2020,January,152367,Female,21,(15-24),Single,Louisiana,Basic,Unemployment,PayPal,Referred,"$2,019.49",,,
1/19/2020,2020,January,152368,Male,62,(55+),Married,Iowa,Basic,Self-employed,PayPal,Referred,$784.89,,,
1/19/2020,2020,January,152369,Female,32,(25-39),Married,West Virginia,Basic,Unemployment,Card,Referred,"$1,248.69",,,
1/19/2020,2020,January,152370,Female,51,(40-54),Single,Florida,Basic,Workers,Other,Referred,$544.83,,,
1/19/2020,2020,January,152371,Female,21,(15-24),Married,New Jersey,Silver,Employees,PayPal,Referred,"$2,889.70",,,
1/19/2020,2020,January,152372,Female,56,(55+),Married,Delaware,Gold,Employees,Card,Referred,$709.16,,,
1/20/2020,2020,January,152373,Male,67,(55+),Single,Kentucky,Gold,Self-employed,PayPal,Referred,"$1,495.90",,,
1/21/2020,2020,January,152374,Female,60,(55+),Married,Iowa,Basic,Workers,Card,No Referral,"$1,676.40",,,
1/21/2020,2020,January,152375,Female,20,(15-24),Single,Wisconsin,Missing,Employees,Card,No Referral,"$2,034.02",,,
1/22/2020,2020,January,152376,Male,38,(25-39),Single,Florida,Basic,Workers,Card,No Referral,"$1,021.21",,,
1/22/2020,2020,January,152377,Male,69,(55+),Married,Georgia,Platinum,Workers,PayPal,Referred,"$2,478.10",,,
1/23/2020,2020,January,152378,Male,47,(40-54),Married,New York,Platinum,Employees,PayPal,Referred,$929.97,,,
1/23/2020,2020,January,152379,Male,28,(25-39),Married,Indiana,Silver,Self-employed,PayPal,No Referral,"$1,465.07",,,
1/23/2020,2020,January,152380,Female,20,(15-24),Married,Arizona,Missing,Workers,PayPal,Referred,"$2,722.23",,,
1/23/2020,2020,January,152381,Male,67,(55+),Single,Utah,Silver,Employees,PayPal,Referred,"$2,528.22",,,
1/23/2020,2020,January,152382,Male,28,(25-39),Married,Vermont,Basic,Employees,PayPal,No Referral,"$1,758.32",,,
1/25/2020,2020,January,152384,Male,19,(15-24),Married,Wisconsin,Basic,Workers,Card,Referred,$496.36,,,
1/25/2020,2020,January,152385,Female,17,(15-24),Married,North Dakota,Basic,Workers,Other,No Referral,$951.22,,,
1/25/2020,2020,January,152386,Female,77,(55+),Single,South Carolina,Basic,Employees,PayPal,Referred,$287.21,,,
1/25/2020,2020,January,152388,Female,48,(40-54),Single,Nebraska,Missing,Employees,PayPal,No Referral,"$2,056.77",,,
1/25/2020,2020,January,152389,Female,45,(40-54),Married,Illinois,Silver,Workers,PayPal,Referred,$25.18,,,
1/25/2020,2020,January,152390,Female,71,(55+),Single,California,Basic,Workers,Card,Referred,"$2,090.91",,,
1/27/2020,2020,January,152391,Male,57,(55+),Married,California,Missing,Employees,Other,Referred,"$1,146.30",,,
1/27/2020,2020,January,152392,Male,27,(25-39),Single,Minnesota,Basic,Employees,PayPal,Referred,"$1,297.99",,,
1/28/2020,2020,January,152393,Female,39,(25-39),Single,Oklahoma,Basic,Workers,Card,Referred,$553.60,,,
1/28/2020,2020,January,152394,Female,20,(15-24),Married,Utah,Gold,Employees,PayPal,No Referral,"$2,733.41",,,
1/28/2020,2020,January,152395,Male,70,(55+),Single,West Virginia,Basic,Workers,Card,No Referral,$300.28,,,
1/28/2020,2020,January,152396,Female,30,(25-39),Married,Maine,Gold,Workers,Card,No Referral,$631.84,,,
1/29/2020,2020,January,152397,Male,60,(55+),Single,Missouri,Basic,Self-employed,Other,Referred,"$1,551.07",,,
1/29/2020,2020,January,152398,Female,54,(40-54),Married,Wyoming,Basic,Employees,Other,Referred,"$2,674.77",,,
1/30/2020,2020,January,152400,Female,76,(55+),Married,Alaska,Basic,Employees,PayPal,No Referral,"$1,207.82",,,
1/30/2020,2020,January,152401,Female,49,(40-54),Married,Pennsylvania,Platinum,Unemployment,Card,No Referral,$601.43,,,
1/30/2020,2020,January,152402,Male,66,(55+),Single,Hawaii,Basic,Employees,PayPal,No Referral,"$1,330.79",,,
1/30/2020,2020,January,152403,Female,49,(40-54),Married,South Dakota,Gold,Employees,PayPal,Referred,$999.93,,,
1/30/2020,2020,January,152404,Female,37,(25-39),Single,Colorado,Missing,Workers,PayPal,Referred,$118.48,,,
1/30/2020,2020,January,152405,Male,74,(55+),Married,Louisiana,Basic,Workers,Other,Referred,$933.78,,,
1/31/2020,2020,January,152406,Male,77,(55+),Married,Georgia,Missing,Workers,Card,No Referral,"$1,270.63",,,
1/31/2020,2020,January,152407,Male,39,(25-39),Married,Louisiana,Missing,Employees,PayPal,No Referral,"$1,396.59",,,
1/31/2020,2020,January,152408,Female,42,(40-54),Married,Montana,Gold,Employees,PayPal,Referred,$915.11,,,
1/31/2020,2020,January,152409,Female,41,(40-54),Single,Ohio,Basic,Workers,Card,No Referral,"$1,098.07",,,
2/1/2020,2020,February,152411,Male,41,(40-54),Single,Massachusetts,Basic,Employees,Other,Referred,"$1,958.74",,,
2/1/2020,2020,February,152412,Female,15,(15-24),Married,Illinois,Silver,Workers,Card,Referred,"$1,228.67",,,
2/1/2020,2020,February,152414,Female,16,(15-24),Married,Utah,Platinum,Self-employed,Other,No Referral,"$2,457.09",,,
2/2/2020,2020,February,152416,Male,68,(55+),Single,Massachusetts,Basic,Self-employed,Other,Referred,"$2,969.59",,,
2/3/2020,2020,February,152417,Female,25,(25-39),Married,Georgia,Silver,Employees,PayPal,Referred,"$2,626.08",,,
2/3/2020,2020,February,152418,Female,57,(55+),Single,South Carolina,Missing,Workers,Card,Referred,"$1,438.69",,,
2/5/2020,2020,February,152419,Female,67,(55+),Married,New Hampshire,Silver,Workers,Card,Referred,"$1,659.67",,,
2/5/2020,2020,February,152420,Male,75,(55+),Married,Washington,Platinum,Workers,PayPal,Referred,"$1,747.54",,,
2/6/2020,2020,February,152423,Male,51,(40-54),Married,Ohio,Gold,Workers,Other,No Referral,$295.67,,,
2/6/2020,2020,February,152424,Female,39,(25-39),Married,Ohio,Missing,Self-employed,Card,No Referral,"$1,659.23",,,
2/8/2020,2020,February,152425,Male,30,(25-39),Married,Florida,Basic,Workers,Other,Referred,"$1,056.10",,,
2/8/2020,2020,February,152426,Female,70,(55+),Married,Rhode Island,Silver,Workers,Other,No Referral,$988.82,,,
2/9/2020,2020,February,152427,Male,70,(55+),Married,Florida,Basic,Self-employed,PayPal,Referred,$153.01,,,
2/9/2020,2020,February,152428,Female,21,(15-24),Single,Georgia,Platinum,Workers,PayPal,No Referral,$438.20,,,
2/10/2020,2020,February,152429,Female,62,(55+),Married,Tennessee,Basic,Unemployment,Other,Referred,"$1,728.43",,,
2/10/2020,2020,February,152430,Male,44,(40-54),Single,Michigan,Silver,Self-employed,PayPal,No Referral,"$1,590.63",,,
2/11/2020,2020,February,152433,Female,51,(40-54),Married,Montana,Basic,Employees,Other,No Referral,"$2,582.89",,,
2/12/2020,2020,February,152434,Female,54,(40-54),Married,Alaska,Basic,Unemployment,Card,Referred,"$1,118.41",,,
2/13/2020,2020,February,152436,Male,50,(40-54),Single,New Jersey,Silver,Self-employed,PayPal,No Referral,$454.37,,,
2/14/2020,2020,February,152437,Female,44,(40-54),Single,Florida,Basic,Workers,PayPal,No Referral,"$1,778.33",,,
2/14/2020,2020,February,152438,Male,42,(40-54),Married,Nebraska,Basic,Workers,Other,Referred,"$1,613.31",,,
2/15/2020,2020,February,152439,Male,41,(40-54),Married,West Virginia,Platinum,Workers,Other,Referred,"$2,501.89",,,
2/15/2020,2020,February,152441,Female,78,(55+),Married,North Dakota,Basic,Employees,Card,No Referral,$99.55,,,
2/16/2020,2020,February,152442,Female,16,(15-24),Married,Nevada,Platinum,Workers,Card,Referred,"$2,988.13",,,
2/16/2020,2020,February,152443,Female,49,(40-54),Single,Missouri,Basic,Unemployment,Card,Referred,"$1,600.78",,,
2/16/2020,2020,February,152444,Female,62,(55+),Married,Idaho,Silver,Self-employed,Other,No Referral,"$2,481.34",,,
2/16/2020,2020,February,152445,Male,65,(55+),Single,Minnesota,Basic,Workers,PayPal,Referred,$567.18,,,
2/16/2020,2020,February,152447,Female,47,(40-54),Single,Indiana,Basic,Employees,Card,Referred,$567.78,,,
2/16/2020,2020,February,152448,Male,22,(15-24),Married,Arizona,Basic,Employees,Other,Referred,"$1,021.49",,,
2/17/2020,2020,February,152449,Female,58,(55+),Single,Maine,Basic,Workers,Other,Referred,"$1,771.53",,,
2/18/2020,2020,February,152451,Female,72,(55+),Single,New Mexico,Missing,Workers,Other,No Referral,"$2,402.44",,,
2/18/2020,2020,February,152452,Male,22,(15-24),Single,Colorado,Platinum,Employees,PayPal,Referred,"$2,789.94",,,
2/18/2020,2020,February,152453,Male,21,(15-24),Married,Delaware,Basic,Workers,Card,No Referral,"$1,167.40",,,
2/18/2020,2020,February,152454,Male,62,(55+),Single,North Carolina,Basic,Unemployment,Card,Referred,"$1,757.10",,,
2/19/2020,2020,February,152455,Female,77,(55+),Married,Washington,Silver,Workers,PayPal,Referred,$881.16,,,
2/19/2020,2020,February,152456,Female,62,(55+),Married,Massachusetts,Basic,Employees,PayPal,Referred,"$2,640.97",,,
2/19/2020,2020,February,152457,Male,48,(40-54),Married,Oklahoma,Gold,Employees,Card,Referred,"$1,522.01",,,
2/19/2020,2020,February,152458,Female,22,(15-24),Married,Maine,Basic,Unemployment,PayPal,Referred,"$1,405.08",,,
2/20/2020,2020,February,152459,Male,78,(55+),Single,Virginia,Gold,Employees,Card,No Referral,"$1,764.55",,,
2/20/2020,2020,February,152460,Male,75,(55+),Married,Nebraska,Basic,Workers,Other,Referred,$820.94,,,
2/20/2020,2020,February,152461,Male,70,(55+),Married,Rhode Island,Platinum,Employees,Other,Referred,"$2,772.92",,,
2/20/2020,2020,February,152462,Male,77,(55+),Married,Kentucky,Silver,Employees,Other,Referred,$583.11,,,
2/21/2020,2020,February,152463,Female,58,(55+),Single,Illinois,Basic,Workers,PayPal,Referred,$405.51,,,
2/21/2020,2020,February,152464,Female,44,(40-54),Married,Iowa,Basic,Self-employed,PayPal,Referred,"$2,903.28",,,
2/21/2020,2020,February,152465,Female,71,(55+),Single,South Dakota,Gold,Employees,PayPal,No Referral,"$2,706.14",,,
2/21/2020,2020,February,152466,Female,15,(15-24),Married,Minnesota,Basic,Unemployment,PayPal,Referred,$330.61,,,
2/22/2020,2020,February,152468,Female,29,(25-39),Single,Florida,Platinum,Employees,Other,No Referral,$781.71,,,
2/23/2020,2020,February,152469,Female,61,(55+),Married,Minnesota,Missing,Employees,PayPal,Referred,"$2,919.78",,,
2/23/2020,2020,February,152470,Male,50,(40-54),Married,Indiana,Basic,Workers,Card,Referred,"$1,829.21",,,
2/24/2020,2020,February,152471,Male,67,(55+),Single,Arkansas,Basic,Unemployment,PayPal,No Referral,$166.09,,,
2/24/2020,2020,February,152472,Male,66,(55+),Married,Wisconsin,Basic,Employees,Other,No Referral,"$1,272.77",,,
2/24/2020,2020,February,152473,Male,47,(40-54),Married,Pennsylvania,Platinum,Employees,PayPal,No Referral,"$2,633.65",,,
2/24/2020,2020,February,152474,Male,16,(15-24),Married,Tennessee,Basic,Employees,PayPal,No Referral,$795.97,,,
2/24/2020,2020,February,152475,Female,38,(25-39),Single,Ohio,Basic,Employees,Other,No Referral,"$1,060.68",,,
2/25/2020,2020,February,152476,Female,62,(55+),Married,New Mexico,Platinum,Employees,PayPal,Referred,"$1,401.41",,,
2/25/2020,2020,February,152477,Male,40,(40-54),Single,Georgia,Silver,Employees,PayPal,Referred,$966.13,,,
2/26/2020,2020,February,152479,Female,22,(15-24),Married,Mississippi,Basic,Workers,Other,Referred,"$1,624.20",,,
2/26/2020,2020,February,152480,Female,36,(25-39),Single,New Mexico,Gold,Self-employed,Other,No Referral,$203.83,,,
2/26/2020,2020,February,152481,Male,53,(40-54),Single,Michigan,Platinum,Employees,PayPal,Referred,"$1,793.15",,,
2/26/2020,2020,February,152483,Female,29,(25-39),Single,Oregon,Missing,Self-employed,Other,No Referral,"$2,580.54",,,
2/27/2020,2020,February,152484,Female,78,(55+),Married,Kentucky,Basic,Employees,PayPal,Referred,$818.33,,,
2/28/2020,2020,February,152485,Male,53,(40-54),Single,New Mexico,Basic,Employees,PayPal,Referred,"$2,948.12",,,
2/28/2020,2020,February,152486,Female,26,(25-39),Single,New Jersey,Basic,Employees,Card,No Referral,$131.54,,,
2/28/2020,2020,February,152487,Male,43,(40-54),Married,Idaho,Silver,Employees,Card,Referred,"$2,902.45",,,
2/28/2020,2020,February,152488,Female,71,(55+),Single,Nevada,Platinum,Employees,PayPal,Referred,"$1,301.11",,,
2/28/2020,2020,February,152489,Female,75,(55+),Married,Maryland,Platinum,Employees,PayPal,Referred,"$2,740.01",,,
2/29/2020,2020,February,152490,Male,38,(25-39),Single,Michigan,Silver,Workers,PayPal,Referred,"$2,813.89",,,
3/2/2020,2020,March,152491,Male,60,(55+),Single,Oregon,Gold,Workers,PayPal,No Referral,"$1,142.85",,,
3/2/2020,2020,March,152492,Male,26,(25-39),Married,Maryland,Silver,Employees,PayPal,Referred,$8.67,,,
3/3/2020,2020,March,152493,Male,76,(55+),Single,Maine,Basic,Self-employed,PayPal,No Referral,"$2,757.85",,,
3/4/2020,2020,March,152494,Male,32,(25-39),Single,Kentucky,Silver,Workers,PayPal,Referred,"$2,750.32",,,
3/4/2020,2020,March,152495,Female,51,(40-54),Married,Alaska,Basic,Employees,Other,Referred,"$2,594.75",,,
3/5/2020,2020,March,152499,Female,63,(55+),Single,Oregon,Basic,Workers,PayPal,Referred,"$1,462.64",,,
3/6/2020,2020,March,152500,Female,56,(55+),Married,Florida,Basic,Unemployment,Other,Referred,"$2,741.78",,,
3/6/2020,2020,March,152501,Female,72,(55+),Single,Arizona,Gold,Employees,Other,Referred,"$2,906.76",,,
3/7/2020,2020,March,152502,Male,51,(40-54),Single,Idaho,Basic,Employees,PayPal,Referred,"$1,100.58",,,
3/7/2020,2020,March,152503,Female,58,(55+),Married,Massachusetts,Basic,Employees,PayPal,No Referral,$290.50,,,
3/7/2020,2020,March,152504,Male,19,(15-24),Single,Minnesota,Silver,Workers,Other,Referred,"$1,762.99",,,
3/7/2020,2020,March,152505,Male,59,(55+),Married,New Hampshire,Silver,Self-employed,PayPal,Referred,"$1,177.86",,,
3/7/2020,2020,March,152506,Female,43,(40-54),Single,Pennsylvania,Silver,Employees,PayPal,Referred,$501.28,,,
3/8/2020,2020,March,152507,Female,58,(55+),Single,New Jersey,Platinum,Self-employed,Card,Referred,$508.39,,,
3/8/2020,2020,March,152508,Male,37,(25-39),Married,Rhode Island,Silver,Unemployment,Card,No Referral,"$2,480.31",,,
3/8/2020,2020,March,152509,Male,77,(55+),Single,Texas,Silver,Workers,Other,Referred,$332.43,,,
3/9/2020,2020,March,152510,Female,40,(40-54),Married,Delaware,Basic,Employees,PayPal,Referred,$902.85,,,
3/9/2020,2020,March,152511,Female,37,(25-39),Married,South Carolina,Silver,Workers,PayPal,Referred,"$1,383.85",,,
3/10/2020,2020,March,152514,Female,39,(25-39),Married,Indiana,Silver,Self-employed,Other,Referred,$810.56,,,
3/10/2020,2020,March,152515,Female,27,(25-39),Married,Kentucky,Silver,Workers,Other,No Referral,"$2,957.04",,,
3/11/2020,2020,March,152516,Female,19,(15-24),Married,Utah,Gold,Unemployment,Card,No Referral,"$1,101.86",,,
3/11/2020,2020,March,152517,Male,65,(55+),Married,California,Basic,Unemployment,PayPal,Referred,$884.14,,,
3/13/2020,2020,March,152519,Male,19,(15-24),Married,Wisconsin,Platinum,Workers,PayPal,No Referral,$719.49,,,
3/13/2020,2020,March,152520,Male,16,(15-24),Married,Mississippi,Platinum,Workers,Other,Referred,"$1,222.43",,,
3/13/2020,2020,March,152521,Female,37,(25-39),Married,Nevada,Silver,Self-employed,Other,No Referral,$507.25,,,
3/13/2020,2020,March,152522,Female,30,(25-39),Single,Texas,Missing,Employees,PayPal,No Referral,"$2,457.09",,,
3/14/2020,2020,March,152523,Female,34,(25-39),Married,Kentucky,Basic,Employees,Card,No Referral,"$2,015.07",,,
3/17/2020,2020,March,152526,Male,17,(15-24),Married,Wisconsin,Platinum,Self-employed,Card,No Referral,$411.33,,,
3/17/2020,2020,March,152527,Male,60,(55+),Married,Georgia,Basic,Self-employed,PayPal,Referred,"$2,712.47",,,
3/17/2020,2020,March,152528,Male,76,(55+),Married,North Carolina,Platinum,Workers,PayPal,No Referral,"$1,133.76",,,
3/17/2020,2020,March,152529,Male,43,(40-54),Single,New Mexico,Platinum,Self-employed,PayPal,Referred,$828.36,,,
3/18/2020,2020,March,152530,Male,19,(15-24),Married,Georgia,Silver,Self-employed,Other,Referred,"$1,035.28",,,
3/18/2020,2020,March,152531,Female,68,(55+),Single,Connecticut,Missing,Employees,Other,No Referral,"$2,420.70",,,
3/18/2020,2020,March,152532,Male,54,(40-54),Married,Florida,Basic,Employees,PayPal,Referred,"$1,012.36",,,
3/20/2020,2020,March,152534,Female,72,(55+),Single,Tennessee,Missing,Self-employed,PayPal,No Referral,$238.21,,,
3/20/2020,2020,March,152535,Male,32,(25-39),Single,Arkansas,Basic,Unemployment,PayPal,No Referral,"$2,546.71",,,
3/20/2020,2020,March,152536,Female,34,(25-39),Single,Missouri,Platinum,Unemployment,Other,No Referral,"$2,655.20",,,
3/20/2020,2020,March,152537,Female,52,(40-54),Married,Ohio,Basic,Employees,Card,Referred,"$2,772.71",,,
3/21/2020,2020,March,152538,Male,38,(25-39),Married,Washington,Gold,Self-employed,PayPal,Referred,"$1,714.81",,,
3/23/2020,2020,March,152541,Female,28,(25-39),Single,Illinois,Platinum,Employees,Card,Referred,"$1,105.48",,,
3/23/2020,2020,March,152542,Female,50,(40-54),Single,New Hampshire,Missing,Self-employed,PayPal,No Referral,"$2,541.80",,,
3/23/2020,2020,March,152543,Female,47,(40-54),Married,Tennessee,Silver,Employees,Card,Referred,"$1,735.23",,,
3/23/2020,2020,March,152544,Female,32,(25-39),Married,Kentucky,Basic,Self-employed,PayPal,No Referral,"$2,940.55",,,
3/24/2020,2020,March,152545,Female,68,(55+),Single,Missouri,Missing,Unemployment,Card,Referred,"$2,401.06",,,
3/24/2020,2020,March,152546,Male,55,(55+),Married,Arizona,Basic,Unemployment,Card,No Referral,"$1,855.15",,,
3/24/2020,2020,March,152547,Male,25,(25-39),Single,West Virginia,Basic,Employees,PayPal,Referred,$450.85,,,
3/24/2020,2020,March,152548,Female,21,(15-24),Single,Massachusetts,Silver,Workers,PayPal,Referred,$283.61,,,
3/24/2020,2020,March,152549,Female,32,(25-39),Married,Florida,Basic,Unemployment,Card,Referred,$200.88,,,
3/24/2020,2020,March,152550,Female,71,(55+),Single,Kentucky,Silver,Self-employed,PayPal,No Referral,"$1,364.29",,,
3/25/2020,2020,March,152551,Female,77,(55+),Single,Georgia,Platinum,Workers,Other,Referred,"$1,844.08",,,
3/25/2020,2020,March,152553,Male,47,(40-54),Married,North Carolina,Basic,Workers,Card,No Referral,"$1,877.79",,,
3/26/2020,2020,March,152554,Female,49,(40-54),Single,Connecticut,Basic,Employees,Card,Referred,$485.26,,,
3/26/2020,2020,March,152555,Female,61,(55+),Single,Maine,Basic,Workers,Other,Referred,$250.49,,,
3/27/2020,2020,March,152556,Female,77,(55+),Single,Texas,Basic,Employees,Card,Referred,"$1,838.09",,,
3/27/2020,2020,March,152557,Female,17,(15-24),Single,Alabama,Platinum,Workers,Other,Referred,"$1,578.58",,,
3/27/2020,2020,March,152558,Male,77,(55+),Married,Colorado,Missing,Self-employed,Card,No Referral,"$2,826.56",,,
3/27/2020,2020,March,152559,Female,19,(15-24),Married,Washington,Silver,Employees,Other,No Referral,"$2,730.17",,,
3/30/2020,2020,March,152562,Female,59,(55+),Married,Wisconsin,Basic,Workers,PayPal,No Referral,$123.42,,,
3/31/2020,2020,March,152563,Male,45,(40-54),Married,Kansas,Basic,Workers,Card,Referred,"$2,534.05",,,
3/31/2020,2020,March,152564,Female,36,(25-39),Single,Washington,Basic,Workers,Card,Referred,$590.22,,,
3/31/2020,2020,March,152565,Male,45,(40-54),Married,Illinois,Basic,Workers,Other,No Referral,"$1,364.74",,,
3/31/2020,2020,March,152566,Male,58,(55+),Married,Maine,Basic,Employees,PayPal,Referred,$76.54,,,
3/31/2020,2020,March,152567,Male,77,(55+),Married,Virginia,Gold,Workers,PayPal,Referred,$426.60,,,
4/1/2020,2020,April,152568,Male,55,(55+),Married,New York,Basic,Self-employed,PayPal,No Referral,"$1,112.58",,,
4/1/2020,2020,April,152569,Female,48,(40-54),Single,Minnesota,Basic,Workers,Card,Referred,"$1,689.39",,,
