Transaction_date,Year,Month,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
08/16/19,2019,08,151892,Female,34.0,Married,New Mexico,Platinum,self-employed,Card,1.0,1589.97
08/16/19,2019,08,151893,Female,48.0,Married,Missouri,Gold,workers,Card,1.0,2971.3
08/17/19,2019,08,151894,Male,40.0,Married,North Carolina,Silver,workers,Other,1.0,1651.4
08/17/19,2019,08,151896,Female,75.0,Married,Alaska,Gold,Employees,PayPal,0.0,2615.89
08/17/19,2019,08,151897,Female,57.0,Married,Oregon,Silver,Employees,Card,1.0,1872.97
08/18/19,2019,08,151899,Female,40.0,Married,Massachusetts,Gold,Unemployment,PayPal,1.0,2705.93
08/18/19,2019,08,151900,Male,43.0,Married,Texas,Silver,Unemployment,Card,1.0,604.11
08/19/19,2019,08,151901,Male,72.0,Single,New York,Silver,Unemployment,Card,0.0,1488.16
08/20/19,2019,08,151903,Male,35.0,Married,Rhode Island,Gold,Employees,Other,1.0,2032.63
08/20/19,2019,08,151904,Female,37.0,Married,Arkansas,Gold,Unemployment,PayPal,1.0,887.97
08/21/19,2019,08,151905,Female,19.0,Married,Oklahoma,Silver,Employees,PayPal,1.0,725.91
08/22/19,2019,08,151907,Male,43.0,Married,Virginia,Silver,self-employed,Card,1.0,42.98
08/23/19,2019,08,151908,Female,19.0,Married,Nevada,Gold,Employees,Other,1.0,1895.93
08/23/19,2019,08,151910,Female,31.0,Single,Illinois,Silver,workers,PayPal,1.0,1322.08
08/23/19,2019,08,151911,Female,40.0,Single,Washington,Silver,workers,PayPal,1.0,182.35
08/24/19,2019,08,151912,Female,37.0,Married,New Mexico,Basic,Unemployment,Other,1.0,287.77
08/24/19,2019,08,151913,Female,73.0,Married,Iowa,Basic,workers,PayPal,1.0,1106.89
08/24/19,2019,08,151914,Female,29.0,Married,Maine,Basic,self-employed,Card,0.0,1295.42
08/25/19,2019,08,151915,Male,42.0,Single,West Virginia,Gold,self-employed,Card,0.0,608.33
08/25/19,2019,08,151916,Female,53.0,Married,Oregon,Basic,workers,PayPal,1.0,639.25
08/25/19,2019,08,151917,Female,15.0,Single,New Jersey,Silver,self-employed,PayPal,1.0,1417.01
08/25/19,2019,08,151918,Female,58.0,Married,Maine,Basic,self-employed,Other,1.0,2536.59
08/25/19,2019,08,151919,Female,74.0,Married,Georgia,Basic,workers,PayPal,1.0,861.93
08/26/19,2019,08,151922,Female,45.0,Single,Ohio,Basic,Employees,Other,0.0,1954.97
08/27/19,2019,08,151924,Male,63.0,Married,Minnesota,Silver,Employees,Card,1.0,1142.52
08/27/19,2019,08,151925,Male,56.0,Single,Georgia,Basic,workers,PayPal,1.0,1567.64
08/28/19,2019,08,151926,Female,62.0,Married,Kentucky,Platinum,self-employed,PayPal,1.0,1326.95
08/28/19,2019,08,151928,Male,35.0,Married,Nevada,Gold,self-employed,PayPal,0.0,1935.0
08/29/19,2019,08,151929,Male,25.0,Married,Idaho,Silver,self-employed,Other,1.0,2568.34
08/30/19,2019,08,151930,Male,25.0,Single,Colorado,Platinum,workers,PayPal,1.0,1198.81
08/30/19,2019,08,151931,Male,44.0,Single,Illinois,Basic,Employees,Card,1.0,2996.82
08/30/19,2019,08,151932,Female,22.0,Married,California,Basic,workers,PayPal,1.0,1510.28
08/30/19,2019,08,151933,Male,49.0,Single,Connecticut,Silver,self-employed,PayPal,0.0,896.07
08/30/19,2019,08,151934,Male,54.0,Single,Minnesota,Basic,self-employed,PayPal,0.0,227.66
09/01/19,2019,09,151936,Male,54.0,Single,Kentucky,Basic,workers,PayPal,1.0,2654.79
09/01/19,2019,09,151937,Female,39.0,Single,New York,Missing,workers,PayPal,1.0,1426.26
09/01/19,2019,09,151939,Female,56.0,Single,New Hampshire,Basic,Employees,Card,1.0,1049.31
09/02/19,2019,09,151941,Male,63.0,Married,Louisiana,Basic,self-employed,PayPal,0.0,383.85
09/02/19,2019,09,151942,Female,72.0,Single,Arizona,Missing,workers,Card,1.0,540.38
09/03/19,2019,09,151944,Female,78.0,Married,New Hampshire,Basic,self-employed,PayPal,1.0,2966.31
09/04/19,2019,09,151946,Female,40.0,Married,Louisiana,Basic,workers,Other,1.0,326.44
09/05/19,2019,09,151948,Male,24.0,Married,Arizona,Platinum,workers,PayPal,1.0,1486.56
09/05/19,2019,09,151949,Male,78.0,Married,California,Basic,workers,PayPal,1.0,1106.53
09/06/19,2019,09,151950,Male,36.0,Married,West Virginia,Basic,Employees,PayPal,0.0,2540.97
09/06/19,2019,09,151951,Female,66.0,Married,South Carolina,Silver,Employees,Other,1.0,696.5
09/07/19,2019,09,151952,Male,59.0,Married,New Mexico,Basic,Employees,Other,1.0,1062.47
09/08/19,2019,09,151953,Female,44.0,Single,Wyoming,Basic,self-employed,PayPal,0.0,2960.98
09/08/19,2019,09,151954,Male,66.0,Single,Nebraska,Basic,workers,PayPal,1.0,81.37
09/08/19,2019,09,151955,Male,18.0,Married,Vermont,Gold,workers,PayPal,0.0,1521.84
09/08/19,2019,09,151956,Male,53.0,Married,Indiana,Basic,self-employed,Other,1.0,2070.51
09/10/19,2019,09,151959,Male,62.0,Married,New York,Missing,workers,PayPal,1.0,1804.6
09/12/19,2019,09,151961,Male,18.0,Married,Ohio,Basic,Employees,PayPal,0.0,1733.78
09/12/19,2019,09,151963,Female,59.0,Married,California,Missing,workers,Card,0.0,880.28
09/13/19,2019,09,151964,Male,36.0,Married,Colorado,Silver,Employees,PayPal,1.0,1276.2
09/13/19,2019,09,151966,Male,50.0,Married,Arkansas,Silver,Employees,PayPal,1.0,393.8
09/14/19,2019,09,151967,Female,24.0,Single,North Dakota,Basic,workers,PayPal,1.0,2902.97
09/14/19,2019,09,151968,Female,71.0,Married,Idaho,Basic,workers,Card,1.0,1657.33
09/14/19,2019,09,151970,Female,46.0,Single,Maine,Basic,Employees,Card,1.0,1031.63
09/15/19,2019,09,151971,Female,55.0,Single,Missouri,Platinum,workers,PayPal,1.0,779.96
09/15/19,2019,09,151972,Male,52.0,Single,Colorado,Basic,Employees,Other,1.0,1868.24
09/15/19,2019,09,151973,Female,29.0,Married,Rhode Island,Missing,self-employed,PayPal,1.0,2513.36
09/16/19,2019,09,151974,Male,32.0,Single,Arkansas,Basic,Employees,PayPal,1.0,2733.0
09/16/19,2019,09,151975,Male,66.0,Single,Indiana,Basic,workers,PayPal,1.0,435.3
09/17/19,2019,09,151977,Female,17.0,Married,West Virginia,Basic,self-employed,PayPal,1.0,1746.63
09/18/19,2019,09,151978,Male,37.0,Single,Wyoming,Silver,self-employed,PayPal,0.0,1833.14
09/19/19,2019,09,151980,Male,48.0,Married,Connecticut,Basic,workers,PayPal,1.0,1068.9
09/19/19,2019,09,151981,Female,56.0,Single,Maine,Gold,Employees,PayPal,1.0,2687.66
09/19/19,2019,09,151982,Female,61.0,Married,Missouri,Basic,workers,PayPal,1.0,623.55
09/20/19,2019,09,151983,Female,28.0,Married,Virginia,Platinum,self-employed,PayPal,1.0,498.27
09/20/19,2019,09,151985,Female,76.0,Married,Michigan,Gold,Employees,Card,1.0,539.1
09/20/19,2019,09,151986,Female,75.0,Married,Tennessee,Missing,self-employed,Other,0.0,333.9
09/21/19,2019,09,151987,Female,74.0,Married,Massachusetts,Basic,Employees,Other,1.0,68.46
09/22/19,2019,09,151988,Male,69.0,Single,Georgia,Missing,Employees,PayPal,1.0,294.04
09/22/19,2019,09,151989,Male,52.0,Married,Indiana,Silver,Employees,PayPal,0.0,675.01
09/23/19,2019,09,151990,Female,33.0,Single,Wisconsin,Platinum,self-employed,PayPal,1.0,1809.6
09/23/19,2019,09,151991,Female,33.0,Married,Wisconsin,Gold,workers,Card,0.0,1085.15
09/23/19,2019,09,151992,Female,35.0,Married,California,Basic,Unemployment,Card,0.0,564.27
09/23/19,2019,09,151993,Female,60.0,Married,California,Silver,Employees,Card,1.0,2407.99
09/24/19,2019,09,151996,Male,20.0,Single,Virginia,Basic,Employees,PayPal,1.0,234.15
09/24/19,2019,09,151997,Female,69.0,Single,Arizona,Basic,workers,PayPal,1.0,195.25
09/25/19,2019,09,151998,Female,30.0,Married,Michigan,Basic,self-employed,Other,1.0,490.23
09/25/19,2019,09,151999,Female,34.0,Single,Arkansas,Platinum,self-employed,Card,1.0,636.89
09/25/19,2019,09,152000,Male,40.0,Married,Hawaii,Silver,Employees,PayPal,1.0,1931.67
09/25/19,2019,09,152001,Male,37.0,Married,Tennessee,Silver,Employees,Card,0.0,1948.66
09/25/19,2019,09,152002,Female,22.0,Single,South Dakota,Gold,Employees,Card,0.0,2007.54
09/25/19,2019,09,152003,Female,26.0,Married,West Virginia,Missing,self-employed,Card,1.0,2020.07
09/25/19,2019,09,152004,Female,43.0,Single,Idaho,Gold,Employees,PayPal,1.0,1227.65
09/26/19,2019,09,152005,Female,39.0,Married,Massachusetts,Silver,workers,PayPal,0.0,2010.7
09/27/19,2019,09,152006,Female,46.0,Single,Washington,Gold,Employees,Card,1.0,553.18
09/27/19,2019,09,152007,Male,31.0,Single,Oregon,Silver,self-employed,Card,1.0,2584.24
09/28/19,2019,09,152008,Male,70.0,Single,Kentucky,Silver,self-employed,Card,1.0,1503.63
09/28/19,2019,09,152009,Female,72.0,Single,New Mexico,Basic,workers,PayPal,1.0,361.19
09/28/19,2019,09,152010,Female,67.0,Married,Tennessee,Silver,workers,Card,0.0,2918.71
09/29/19,2019,09,152011,Male,78.0,Single,Idaho,Platinum,workers,PayPal,1.0,1421.55
09/30/19,2019,09,152013,Female,30.0,Married,Mississippi,Basic,Employees,PayPal,1.0,532.29
09/30/19,2019,09,152016,Female,26.0,Single,Arizona,Basic,workers,PayPal,1.0,1799.49
10/01/19,2019,10,152017,Female,59.0,Single,Virginia,Platinum,workers,Other,1.0,235.99
10/01/19,2019,10,152018,Female,28.0,Married,California,Gold,workers,Card,1.0,1887.3
10/01/19,2019,10,152019,Male,53.0,Single,Alabama,Basic,Employees,PayPal,1.0,114.85
10/01/19,2019,10,152020,Female,47.0,Married,Texas,Basic,Employees,PayPal,1.0,1679.77
10/01/19,2019,10,152021,Female,41.0,Married,South Carolina,Basic,workers,Card,0.0,486.79
10/01/19,2019,10,152022,Male,73.0,Married,Tennessee,Basic,workers,Other,1.0,663.83
10/01/19,2019,10,152023,Male,48.0,Single,West Virginia,Platinum,Employees,Other,1.0,44.75
10/01/19,2019,10,152024,Female,71.0,Single,Connecticut,Basic,Employees,Other,1.0,2640.15
10/02/19,2019,10,152026,Male,69.0,Married,Maryland,Basic,Employees,PayPal,0.0,1121.33
10/02/19,2019,10,152027,Female,20.0,Single,Colorado,Basic,Employees,PayPal,1.0,910.33
10/02/19,2019,10,152028,Male,41.0,Married,Arkansas,Missing,Employees,PayPal,1.0,56.13
10/02/19,2019,10,152029,Male,55.0,Married,North Carolina,Silver,Employees,Card,1.0,1828.98
10/03/19,2019,10,152030,Female,37.0,Married,New Mexico,Basic,workers,Card,0.0,1122.19
10/03/19,2019,10,152031,Female,34.0,Single,Arkansas,Gold,self-employed,PayPal,1.0,72.69
10/04/19,2019,10,152032,Female,28.0,Single,Nevada,Basic,Employees,Card,1.0,1286.07
10/05/19,2019,10,152033,Female,63.0,Married,New Mexico,Gold,Employees,Card,1.0,1913.23
10/05/19,2019,10,152034,Female,30.0,Single,New Jersey,Basic,workers,Other,0.0,1513.31
10/05/19,2019,10,152035,Female,24.0,Married,Nebraska,Basic,workers,Card,1.0,1083.55
10/06/19,2019,10,152036,Male,62.0,Married,North Dakota,Basic,workers,PayPal,0.0,1724.57
10/07/19,2019,10,152038,Female,51.0,Single,North Carolina,Platinum,Employees,Card,1.0,2567.73
10/08/19,2019,10,152039,Male,55.0,Single,North Dakota,Silver,Employees,Card,1.0,719.14
10/08/19,2019,10,152040,Male,63.0,Married,Maine,Basic,workers,PayPal,0.0,1908.42
10/08/19,2019,10,152041,Female,19.0,Single,Washington,Basic,workers,Card,1.0,1283.18
10/08/19,2019,10,152043,Male,55.0,Married,Ohio,Basic,self-employed,Other,1.0,2864.12
10/09/19,2019,10,152044,Female,47.0,Single,Alaska,Basic,Employees,PayPal,1.0,1094.78
10/09/19,2019,10,152046,Female,54.0,Married,Delaware,Basic,Employees,Other,1.0,2557.92
10/10/19,2019,10,152047,Male,63.0,Married,Alabama,Basic,self-employed,PayPal,1.0,2876.36
10/10/19,2019,10,152048,Male,26.0,Single,Maryland,Silver,Unemployment,PayPal,1.0,5.55
10/10/19,2019,10,152051,Male,36.0,Married,Mississippi,Basic,self-employed,Other,1.0,1824.67
10/11/19,2019,10,152052,Female,78.0,Married,California,Gold,workers,PayPal,1.0,1493.76
10/11/19,2019,10,152053,Female,41.0,Married,Oklahoma,Basic,workers,PayPal,0.0,568.27
10/11/19,2019,10,152054,Female,49.0,Married,Vermont,Basic,Employees,PayPal,1.0,2904.15
10/12/19,2019,10,152055,Female,21.0,Single,Georgia,Basic,Employees,Card,1.0,34.43
10/12/19,2019,10,152056,Male,75.0,Single,North Dakota,Platinum,workers,Card,1.0,2068.44
10/12/19,2019,10,152057,Female,32.0,Single,Wisconsin,Gold,self-employed,Card,1.0,2609.7
10/12/19,2019,10,152058,Female,70.0,Single,California,Missing,self-employed,Other,1.0,534.76
10/12/19,2019,10,152059,Female,75.0,Married,Nebraska,Missing,self-employed,Other,0.0,2645.93
10/12/19,2019,10,152060,Female,64.0,Married,Arizona,Basic,workers,PayPal,1.0,74.93
10/12/19,2019,10,152061,Female,49.0,Married,Rhode Island,Silver,Employees,Other,0.0,2624.0
10/13/19,2019,10,152062,Male,56.0,Married,Michigan,Silver,Employees,Card,0.0,2086.0
10/13/19,2019,10,152063,Female,72.0,Single,North Dakota,Basic,workers,Card,1.0,1357.6
10/14/19,2019,10,152065,Female,40.0,Single,Arizona,Gold,self-employed,Other,1.0,2513.75
10/14/19,2019,10,152066,Male,26.0,Married,Florida,Missing,workers,PayPal,0.0,2705.36
10/14/19,2019,10,152067,Male,42.0,Single,Alabama,Basic,Employees,Other,0.0,1691.62
10/15/19,2019,10,152068,Male,65.0,Single,West Virginia,Missing,workers,Card,0.0,1840.03
10/15/19,2019,10,152069,Female,46.0,Single,Michigan,Platinum,Unemployment,Card,0.0,2051.18
10/15/19,2019,10,152070,Male,51.0,Married,Alabama,Platinum,self-employed,Other,1.0,1367.77
10/16/19,2019,10,152071,Male,71.0,Single,Alaska,Basic,Employees,Other,0.0,768.38
10/16/19,2019,10,152074,Female,59.0,Married,Delaware,Basic,workers,Other,0.0,2466.37
10/16/19,2019,10,152075,Female,27.0,Single,Delaware,Basic,Employees,PayPal,1.0,936.39
10/16/19,2019,10,152076,Male,36.0,Single,Kansas,Basic,Unemployment,Card,0.0,2744.96
10/16/19,2019,10,152077,Female,44.0,Single,Rhode Island,Platinum,Employees,Card,1.0,1595.06
10/16/19,2019,10,152078,Female,24.0,Married,Wyoming,Basic,Unemployment,PayPal,1.0,566.58
10/17/19,2019,10,152080,Male,75.0,Married,Louisiana,Platinum,workers,Other,1.0,429.08
10/18/19,2019,10,152081,Male,40.0,Single,Mississippi,Basic,Unemployment,Other,0.0,1462.02
10/18/19,2019,10,152082,Male,42.0,Married,Maine,Basic,Employees,Card,1.0,39.84
10/18/19,2019,10,152083,Female,64.0,Single,Minnesota,Silver,workers,Other,1.0,1734.67
10/18/19,2019,10,152084,Male,26.0,Single,Massachusetts,Gold,self-employed,Card,1.0,297.61
10/18/19,2019,10,152085,Male,21.0,Single,Wyoming,Basic,workers,Other,1.0,492.74
10/19/19,2019,10,152086,Male,63.0,Single,Delaware,Silver,workers,PayPal,1.0,872.01
10/19/19,2019,10,152087,Male,21.0,Married,Wisconsin,Platinum,self-employed,Card,1.0,417.6
10/19/19,2019,10,152088,Female,46.0,Single,Arkansas,Silver,workers,PayPal,1.0,1430.93
10/19/19,2019,10,152090,Female,45.0,Single,Georgia,Platinum,workers,Card,1.0,341.39
10/20/19,2019,10,152091,Female,61.0,Single,Louisiana,Basic,Employees,PayPal,0.0,901.66
10/20/19,2019,10,152092,Male,78.0,Single,Vermont,Basic,workers,PayPal,0.0,192.77
10/20/19,2019,10,152093,Male,73.0,Married,South Dakota,Platinum,Unemployment,PayPal,1.0,1713.58
10/21/19,2019,10,152094,Female,17.0,Single,Minnesota,Platinum,Employees,Card,1.0,99.77
10/21/19,2019,10,152096,Female,65.0,Single,Louisiana,Gold,Employees,PayPal,0.0,1208.88
10/21/19,2019,10,152097,Male,22.0,Married,Wisconsin,Basic,workers,PayPal,0.0,471.95
10/22/19,2019,10,152098,Male,43.0,Single,West Virginia,Basic,workers,PayPal,1.0,2065.03
10/23/19,2019,10,152100,Female,51.0,Married,Ohio,Basic,Unemployment,PayPal,1.0,678.47
10/23/19,2019,10,152101,Male,50.0,Married,Colorado,Basic,Employees,PayPal,1.0,1412.72
10/24/19,2019,10,152102,Female,59.0,Married,Minnesota,Platinum,self-employed,Card,1.0,2053.25
10/25/19,2019,10,152104,Male,33.0,Married,Oklahoma,Basic,workers,PayPal,0.0,1681.59
10/25/19,2019,10,152105,Male,28.0,Married,Utah,Basic,Employees,Card,1.0,975.11
10/27/19,2019,10,152108,Male,72.0,Single,New Hampshire,Silver,workers,Card,1.0,1822.43
10/28/19,2019,10,152109,Female,67.0,Single,Colorado,Gold,Unemployment,Card,1.0,577.53
10/28/19,2019,10,152110,Male,69.0,Married,Florida,Basic,Employees,Other,0.0,2649.13
10/28/19,2019,10,152111,Female,31.0,Single,New Hampshire,Basic,Employees,Other,1.0,1479.67
10/28/19,2019,10,152112,Female,52.0,Single,Georgia,Basic,workers,PayPal,1.0,1894.89
10/29/19,2019,10,152113,Male,75.0,Married,Hawaii,Platinum,Employees,PayPal,1.0,1687.41
10/29/19,2019,10,152114,Female,51.0,Single,West Virginia,Platinum,Unemployment,Card,0.0,522.04
10/29/19,2019,10,152115,Male,49.0,Single,Rhode Island,Silver,Employees,PayPal,0.0,1579.61
10/29/19,2019,10,152116,Male,18.0,Single,Illinois,Basic,self-employed,PayPal,1.0,2939.09
10/29/19,2019,10,152119,Female,47.0,Married,North Dakota,Basic,Unemployment,Other,1.0,1208.12
11/01/19,2019,11,152120,Female,45.0,Single,Massachusetts,Silver,workers,Other,0.0,149.78
11/01/19,2019,11,152121,Female,26.0,Single,Kentucky,Basic,workers,Card,1.0,308.26
11/01/19,2019,11,152122,Female,53.0,Married,Iowa,Silver,Employees,Card,1.0,1901.61
11/02/19,2019,11,152123,Female,35.0,Married,Minnesota,Missing,workers,Card,1.0,1713.07
11/02/19,2019,11,152124,Female,41.0,Married,Minnesota,Basic,Employees,PayPal,1.0,199.6
11/02/19,2019,11,152125,Female,31.0,Married,Arkansas,Gold,Employees,Card,1.0,747.96
11/04/19,2019,11,152127,Female,32.0,Married,Pennsylvania,Platinum,Employees,PayPal,1.0,388.15
11/04/19,2019,11,152129,Female,47.0,Married,Florida,Gold,Employees,Other,0.0,1655.82
11/05/19,2019,11,152130,Male,18.0,Married,Virginia,Silver,Employees,PayPal,1.0,2683.09
11/06/19,2019,11,152131,Female,77.0,Single,Wisconsin,Basic,self-employed,Other,1.0,2978.08
11/06/19,2019,11,152132,Male,43.0,Married,Texas,Silver,Employees,Card,0.0,1726.25
11/06/19,2019,11,152133,Male,19.0,Married,Rhode Island,Basic,Unemployment,Other,1.0,536.85
11/07/19,2019,11,152134,Male,52.0,Married,Mississippi,Gold,Employees,PayPal,1.0,2809.83
11/08/19,2019,11,152137,Female,69.0,Single,Washington,Basic,Employees,PayPal,1.0,313.56
11/09/19,2019,11,152138,Female,61.0,Married,Georgia,Gold,Employees,PayPal,0.0,296.68
11/09/19,2019,11,152139,Female,60.0,Single,Utah,Basic,Employees,Card,0.0,1488.16
11/09/19,2019,11,152140,Female,62.0,Married,Iowa,Basic,Unemployment,PayPal,0.0,1712.63
11/09/19,2019,11,152141,Female,37.0,Married,Rhode Island,Silver,workers,PayPal,1.0,2937.06
11/10/19,2019,11,152142,Female,28.0,Married,Illinois,Missing,Unemployment,PayPal,1.0,328.05
11/10/19,2019,11,152143,Female,67.0,Married,West Virginia,Gold,Employees,Card,1.0,1091.15
11/11/19,2019,11,152144,Male,42.0,Single,Tennessee,Platinum,Employees,Card,1.0,524.62
11/11/19,2019,11,152145,Male,28.0,Single,New Hampshire,Missing,workers,Card,1.0,1401.27
11/12/19,2019,11,152146,Female,64.0,Married,Illinois,Basic,Employees,PayPal,1.0,6.79
11/12/19,2019,11,152147,Male,43.0,Single,Hawaii,Gold,workers,PayPal,1.0,173.93
11/12/19,2019,11,152148,Male,48.0,Single,Michigan,Gold,workers,Card,1.0,1105.0
11/12/19,2019,11,152149,Male,64.0,Married,Wyoming,Silver,self-employed,PayPal,0.0,53.36
11/13/19,2019,11,152150,Female,56.0,Married,Nevada,Basic,workers,Other,1.0,5.31
11/13/19,2019,11,152151,Female,32.0,Married,Massachusetts,Silver,self-employed,PayPal,0.0,1028.15
11/13/19,2019,11,152152,Male,45.0,Married,Illinois,Platinum,workers,PayPal,1.0,428.22
11/15/19,2019,11,152154,Female,28.0,Single,Oregon,Gold,Unemployment,PayPal,1.0,278.44
11/15/19,2019,11,152155,Male,36.0,Married,Ohio,Basic,Employees,Other,0.0,1850.08
11/15/19,2019,11,152156,Female,78.0,Single,Delaware,Missing,Employees,Card,1.0,1697.09
11/16/19,2019,11,152157,Male,19.0,Married,Texas,Basic,Employees,PayPal,0.0,780.39
11/16/19,2019,11,152158,Female,51.0,Single,Massachusetts,Platinum,Employees,Card,0.0,2047.51
11/17/19,2019,11,152160,Male,30.0,Married,Florida,Platinum,Employees,Card,1.0,1304.2
11/17/19,2019,11,152161,Female,21.0,Married,Maryland,Silver,Employees,Card,0.0,2056.18
11/18/19,2019,11,152162,Female,40.0,Single,Rhode Island,Basic,Employees,PayPal,1.0,61.04
11/18/19,2019,11,152163,Male,63.0,Married,Tennessee,Silver,Employees,PayPal,0.0,2847.16
11/18/19,2019,11,152165,Female,22.0,Married,Mississippi,Basic,workers,Card,1.0,615.38
11/19/19,2019,11,152166,Female,19.0,Married,New York,Basic,Employees,Card,0.0,2473.87
11/20/19,2019,11,152167,Female,48.0,Married,Maine,Basic,workers,PayPal,1.0,1045.45
11/20/19,2019,11,152168,Male,32.0,Married,Maryland,Basic,Unemployment,PayPal,1.0,373.75
11/20/19,2019,11,152169,Male,18.0,Single,Indiana,Platinum,Unemployment,PayPal,1.0,438.81
11/20/19,2019,11,152170,Female,72.0,Single,California,Platinum,Employees,PayPal,0.0,967.58
11/20/19,2019,11,152171,Female,68.0,Single,Michigan,Basic,Employees,PayPal,0.0,464.7
11/21/19,2019,11,152172,Male,39.0,Married,Michigan,Gold,workers,Card,1.0,509.15
11/21/19,2019,11,152173,Male,42.0,Single,Iowa,Platinum,Employees,PayPal,1.0,364.73
11/21/19,2019,11,152174,Female,68.0,Married,New Hampshire,Basic,Employees,PayPal,0.0,1633.77
11/21/19,2019,11,152175,Female,52.0,Married,Iowa,Platinum,Employees,PayPal,0.0,678.1
11/21/19,2019,11,152176,Female,63.0,Single,Washington,Silver,Unemployment,Card,0.0,1021.98
11/21/19,2019,11,152178,Male,62.0,Single,Pennsylvania,Silver,Employees,PayPal,0.0,1163.3
11/22/19,2019,11,152179,Female,38.0,Single,Minnesota,Basic,Unemployment,Card,0.0,1745.71
11/23/19,2019,11,152180,Male,73.0,Married,Arizona,Silver,Employees,PayPal,1.0,1871.75
11/23/19,2019,11,152181,Female,52.0,Married,Texas,Basic,self-employed,Other,0.0,1165.97
11/24/19,2019,11,152183,Male,34.0,Married,Montana,Basic,self-employed,Card,0.0,1713.15
11/24/19,2019,11,152184,Female,76.0,Married,New Jersey,Platinum,Employees,Card,1.0,1875.03
11/24/19,2019,11,152185,Female,72.0,Married,Vermont,Platinum,workers,Card,1.0,1002.79
11/24/19,2019,11,152186,Male,66.0,Married,Utah,Silver,self-employed,Card,1.0,59.97
11/25/19,2019,11,152189,Female,42.0,Single,Missouri,Basic,workers,PayPal,1.0,2541.56
11/25/19,2019,11,152190,Male,55.0,Married,Hawaii,Basic,Employees,PayPal,1.0,2712.52
11/25/19,2019,11,152193,Male,28.0,Married,Maryland,Basic,Employees,Card,1.0,363.29
11/26/19,2019,11,152194,Male,56.0,Single,Idaho,Platinum,workers,Card,0.0,2479.25
11/26/19,2019,11,152195,Female,61.0,Married,Georgia,Platinum,self-employed,Card,1.0,1902.46
11/27/19,2019,11,152197,Female,32.0,Married,Washington,Missing,workers,Card,1.0,957.05
11/28/19,2019,11,152198,Male,62.0,Single,Vermont,Basic,Unemployment,PayPal,0.0,23.14
11/29/19,2019,11,152199,Female,18.0,Married,New York,Basic,self-employed,PayPal,1.0,1340.65
11/29/19,2019,11,152200,Male,45.0,Married,New York,Basic,Unemployment,PayPal,1.0,720.75
11/29/19,2019,11,152202,Male,53.0,Married,Missouri,Platinum,self-employed,Other,0.0,2490.18
12/01/19,2019,12,152203,Male,48.0,Married,Kansas,Basic,Employees,PayPal,1.0,1015.45
12/01/19,2019,12,152204,Female,41.0,Single,Delaware,Basic,Employees,Card,1.0,2570.56
12/02/19,2019,12,152205,Female,22.0,Single,Minnesota,Basic,Employees,Card,0.0,1114.5
12/02/19,2019,12,152206,Male,70.0,Single,Oklahoma,Basic,Employees,Card,1.0,261.44
12/03/19,2019,12,152207,Male,16.0,Married,Illinois,Gold,workers,Other,0.0,657.98
12/03/19,2019,12,152208,Female,77.0,Single,West Virginia,Basic,Employees,Other,1.0,1935.38
12/03/19,2019,12,152210,Female,68.0,Single,Alaska,Platinum,Employees,Other,1.0,1711.74
12/04/19,2019,12,152212,Female,37.0,Single,Pennsylvania,Gold,self-employed,PayPal,0.0,473.25
12/04/19,2019,12,152213,Female,56.0,Single,Florida,Basic,workers,Other,0.0,2726.95
12/04/19,2019,12,152214,Male,71.0,Married,West Virginia,Missing,self-employed,PayPal,1.0,761.23
12/04/19,2019,12,152215,Male,70.0,Married,Mississippi,Basic,workers,Card,0.0,1911.54
12/04/19,2019,12,152216,Female,36.0,Married,Kentucky,Silver,Employees,Card,0.0,102.99
12/04/19,2019,12,152217,Female,50.0,Married,Nevada,Basic,workers,PayPal,0.0,423.98
12/05/19,2019,12,152218,Male,69.0,Single,North Carolina,Basic,self-employed,PayPal,1.0,561.16
12/06/19,2019,12,152219,Male,19.0,Married,Arizona,Platinum,Employees,Other,1.0,613.35
12/06/19,2019,12,152221,Male,36.0,Married,Vermont,Basic,Employees,PayPal,1.0,2785.61
12/07/19,2019,12,152223,Male,43.0,Single,Montana,Platinum,workers,Other,1.0,2071.6
12/07/19,2019,12,152224,Male,42.0,Married,Illinois,Platinum,Employees,PayPal,1.0,1331.74
12/07/19,2019,12,152225,Male,34.0,Married,Nebraska,Silver,Employees,PayPal,0.0,642.73
12/08/19,2019,12,152227,Male,20.0,Single,Connecticut,Basic,self-employed,PayPal,1.0,809.72
12/08/19,2019,12,152229,Male,49.0,Single,Missouri,Missing,Employees,PayPal,0.0,2420.67
12/08/19,2019,12,152230,Female,29.0,Married,New Jersey,Basic,self-employed,PayPal,0.0,425.62
12/08/19,2019,12,152231,Female,25.0,Married,Delaware,Basic,Employees,Other,0.0,1348.65
12/09/19,2019,12,152232,Female,72.0,Married,Rhode Island,Missing,Employees,PayPal,1.0,1654.25
12/09/19,2019,12,152233,Female,44.0,Single,Hawaii,Platinum,self-employed,Other,0.0,962.62
12/10/19,2019,12,152234,Male,59.0,Single,Delaware,Missing,workers,PayPal,1.0,202.84
12/10/19,2019,12,152235,Female,51.0,Single,Louisiana,Gold,workers,PayPal,1.0,1691.26
12/10/19,2019,12,152236,Female,57.0,Married,Michigan,Silver,self-employed,PayPal,0.0,505.36
