"","Transaction_date","Transaction_ID","Gender","Age","Marital_status","State_names","Segment","Employees_status","Payment_method","Referal","Amount_spent"
"875",2019-12-29,152289,"Female",56,"Single","Louisiana","Basic","workers","Card","Reffered",1980.54
"876",2019-12-29,152290,"Female",78,"Married","Florida","Silver","Employees","Card","Not Referred",2446.79
"877",2019-12-30,152291,"Male",48,"Married","Nebraska","Basic","Employees","Other","Not Referred",34.88
"878",2019-12-31,152292,"Male",66,"Married","West Virginia","Basic","Employees","Other","Reffered",294.43
"879",2019-12-31,152293,"Female",24,"Married","Rhode Island","Basic","Employees","Card","Reffered",2979.76
"880",2020-01-01,152294,"Male",34,"Married","Washington","Silver","Employees","PayPal","Reffered",794.29
"881",2020-01-01,152295,"Male",68,"Married","New Jersey","Gold","Unemployment","Other","Reffered",2458.89
"882",2020-01-01,152296,"Female",51,"Married","Rhode Island","Basic","Employees","Card","Reffered",1941.55
"883",2020-01-01,152297,"Female",73,"Married","Alabama","Silver","self-employed","Other","Not Referred",851.25
"884",2020-01-01,152298,"Female",75,"Married","North Dakota","Basic","self-employed","PayPal","Reffered",2820.05
"885",2020-01-01,152299,"Female",63,"Single","Kentucky","Missing","Employees","PayPal","Not Referred",2569.93
"886",2020-01-03,152302,"Male",46,"Married","Maine","Basic","workers","PayPal","Not Referred",790.74
"887",2020-01-03,152303,"Female",21,"Married","South Dakota","Platinum","self-employed","Card","Not Referred",2884.04
"888",2020-01-03,152304,"Female",35,"Single","Vermont","Basic","Employees","Card","Reffered",2707.55
"889",2020-01-03,152305,"Male",53,"Single","California","Platinum","Employees","PayPal","Reffered",1108.32
"890",2020-01-04,152306,"Male",27,"Married","Oklahoma","Platinum","workers","Card","Not Referred",175.7
"891",2020-01-04,152307,"Male",76,"Married","Washington","Basic","Employees","Other","Reffered",2556.55
"892",2020-01-05,152309,"Female",44,"Single","Arizona","Basic","Unemployment","Card","Not Referred",2476.4
"893",2020-01-05,152310,"Female",35,"Married","Colorado","Gold","self-employed","PayPal","Reffered",2513.16
"894",2020-01-05,152311,"Male",35,"Married","West Virginia","Silver","workers","Other","Reffered",2987.96
"895",2020-01-06,152312,"Female",26,"Single","Georgia","Basic","Employees","PayPal","Reffered",542.38
"896",2020-01-06,152313,"Female",75,"Married","Georgia","Basic","Employees","Other","Reffered",441.12
"897",2020-01-06,152314,"Female",18,"Single","Ohio","Missing","Employees","PayPal","Reffered",321.63
"898",2020-01-06,152315,"Male",78,"Single","West Virginia","Basic","workers","Other","Not Referred",2429.9
"899",2020-01-06,152316,"Male",20,"Single","Virginia","Basic","self-employed","PayPal","Reffered",2616.98
"900",2020-01-06,152318,"Female",22,"Married","Idaho","Basic","workers","Other","Reffered",2954.96
"901",2020-01-07,152319,"Female",41,"Married","New Mexico","Platinum","workers","Other","Reffered",2612.81
"902",2020-01-07,152320,"Male",70,"Single","Maryland","Basic","Employees","Card","Not Referred",2961.06
"903",2020-01-07,152322,"Female",78,"Single","Missouri","Basic","workers","PayPal","Not Referred",1407.33
"904",2020-01-07,152323,"Male",29,"Married","Colorado","Basic","self-employed","Other","Reffered",2693.76
"905",2020-01-08,152324,"Male",58,"Married","Minnesota","Platinum","Employees","Other","Reffered",1215.66
"906",2020-01-08,152325,"Male",65,"Single","New York","Basic","Employees","PayPal","Reffered",1584.5
"907",2020-01-08,152326,"Female",35,"Single","Maine","Basic","workers","PayPal","Reffered",978.26
"908",2020-01-09,152327,"Female",17,"Married","Rhode Island","Platinum","self-employed","Other","Not Referred",1907.39
"909",2020-01-09,152328,"Male",27,"Single","Nebraska","Platinum","Employees","Other","Reffered",1020.47
"910",2020-01-09,152329,"Female",67,"Single","Missouri","Basic","Employees","Card","Reffered",1988.96
"911",2020-01-09,152331,"Male",47,"Married","Georgia","Platinum","workers","PayPal","Reffered",840.32
"912",2020-01-10,152334,"Male",68,"Married","Missouri","Gold","Employees","PayPal","Reffered",2409.45
"913",2020-01-10,152336,"Male",44,"Married","New York","Basic","workers","PayPal","Reffered",2511.17
"914",2020-01-10,152337,"Female",48,"Single","Illinois","Missing","Unemployment","Other","Not Referred",1766.96
"915",2020-01-10,152339,"Male",55,"Married","Minnesota","Platinum","workers","PayPal","Not Referred",1812.71
"916",2020-01-11,152340,"Male",71,"Single","California","Missing","Unemployment","PayPal","Reffered",458.09
"917",2020-01-11,152341,"Male",18,"Married","Tennessee","Basic","self-employed","PayPal","Not Referred",212.17
"918",2020-01-11,152342,"Female",67,"Single","Georgia","Basic","self-employed","PayPal","Reffered",1728.48
"919",2020-01-12,152343,"Male",66,"Married","Colorado","Missing","Employees","PayPal","Not Referred",2642.99
"920",2020-01-12,152344,"Male",48,"Married","Mississippi","Platinum","Employees","PayPal","Reffered",1068.04
"921",2020-01-12,152345,"Female",25,"Married","Nebraska","Basic","workers","PayPal","Not Referred",1735.07
"922",2020-01-12,152346,"Female",76,"Married","Pennsylvania","Basic","Employees","PayPal","Not Referred",1501.44
"923",2020-01-13,152347,"Female",39,"Married","Indiana","Platinum","workers","PayPal","Reffered",1766.51
"924",2020-01-13,152348,"Male",56,"Single","Michigan","Basic","workers","Card","Reffered",345.89
"925",2020-01-13,152350,"Female",68,"Married","Hawaii","Platinum","Employees","PayPal","Not Referred",1739.24
"926",2020-01-13,152351,"Male",60,"Single","Nevada","Missing","workers","PayPal","Reffered",1473.73
"927",2020-01-13,152352,"Female",73,"Married","Tennessee","Silver","workers","PayPal","Reffered",1886.15
"928",2020-01-14,152353,"Male",75,"Married","Washington","Basic","Employees","Card","Not Referred",1540.3
"929",2020-01-14,152354,"Female",43,"Married","Texas","Platinum","Employees","PayPal","Not Referred",1239.5
"930",2020-01-16,152357,"Male",78,"Married","California","Missing","Employees","Other","Reffered",150.76
"931",2020-01-17,152359,"Female",65,"Married","Wisconsin","Basic","workers","PayPal","Not Referred",1178.68
"932",2020-01-17,152360,"Female",58,"Single","Oklahoma","Silver","Employees","PayPal","Not Referred",2962.48
"933",2020-01-18,152362,"Male",66,"Married","South Dakota","Basic","self-employed","PayPal","Not Referred",2489.81
"934",2020-01-18,152363,"Male",25,"Single","Arizona","Silver","Employees","PayPal","Not Referred",2942.85
"935",2020-01-18,152364,"Female",44,"Single","Michigan","Basic","Employees","Other","Not Referred",1968.96
"936",2020-01-18,152365,"Female",30,"Single","Michigan","Basic","self-employed","PayPal","Not Referred",2985.7
"937",2020-01-18,152366,"Female",71,"Single","Delaware","Basic","Employees","PayPal","Not Referred",14.42
"938",2020-01-19,152367,"Female",21,"Single","Louisiana","Basic","Unemployment","PayPal","Reffered",2019.49
"939",2020-01-19,152368,"Male",62,"Married","Iowa","Basic","self-employed","PayPal","Reffered",784.89
"940",2020-01-19,152369,"Female",32,"Married","West Virginia","Basic","Unemployment","Card","Reffered",1248.69
"941",2020-01-19,152370,"Female",51,"Single","Florida","Basic","workers","Other","Reffered",544.83
"942",2020-01-19,152371,"Female",21,"Married","New Jersey","Silver","Employees","PayPal","Reffered",2889.7
"943",2020-01-19,152372,"Female",56,"Married","Delaware","Gold","Employees","Card","Reffered",709.16
"944",2020-01-20,152373,"Male",67,"Single","Kentucky","Gold","self-employed","PayPal","Reffered",1495.9
"945",2020-01-21,152374,"Female",60,"Married","Iowa","Basic","workers","Card","Not Referred",1676.4
"946",2020-01-21,152375,"Female",20,"Single","Wisconsin","Missing","Employees","Card","Not Referred",2034.02
"947",2020-01-22,152376,"Male",38,"Single","Florida","Basic","workers","Card","Not Referred",1021.21
"948",2020-01-22,152377,"Male",69,"Married","Georgia","Platinum","workers","PayPal","Reffered",2478.1
"949",2020-01-23,152378,"Male",47,"Married","New York","Platinum","Employees","PayPal","Reffered",929.97
"950",2020-01-23,152379,"Male",28,"Married","Indiana","Silver","self-employed","PayPal","Not Referred",1465.07
"951",2020-01-23,152380,"Female",20,"Married","Arizona","Missing","workers","PayPal","Reffered",2722.23
"952",2020-01-23,152381,"Male",67,"Single","Utah","Silver","Employees","PayPal","Reffered",2528.22
"953",2020-01-23,152382,"Male",28,"Married","Vermont","Basic","Employees","PayPal","Not Referred",1758.32
"954",2020-01-25,152384,"Male",19,"Married","Wisconsin","Basic","workers","Card","Reffered",496.36
"955",2020-01-25,152385,"Female",17,"Married","North Dakota","Basic","workers","Other","Not Referred",951.22
"956",2020-01-25,152386,"Female",77,"Single","South Carolina","Basic","Employees","PayPal","Reffered",287.21
"957",2020-01-25,152388,"Female",48,"Single","Nebraska","Missing","Employees","PayPal","Not Referred",2056.77
"958",2020-01-25,152389,"Female",45,"Married","Illinois","Silver","workers","PayPal","Reffered",25.18
"959",2020-01-25,152390,"Female",71,"Single","California","Basic","workers","Card","Reffered",2090.91
"960",2020-01-27,152391,"Male",57,"Married","California","Missing","Employees","Other","Reffered",1146.3
"961",2020-01-27,152392,"Male",27,"Single","Minnesota","Basic","Employees","PayPal","Reffered",1297.99
"962",2020-01-28,152393,"Female",39,"Single","Oklahoma","Basic","workers","Card","Reffered",553.6
"963",2020-01-28,152394,"Female",20,"Married","Utah","Gold","Employees","PayPal","Not Referred",2733.41
"964",2020-01-28,152395,"Male",70,"Single","West Virginia","Basic","workers","Card","Not Referred",300.28
"965",2020-01-28,152396,"Female",30,"Married","Maine","Gold","workers","Card","Not Referred",631.84
"966",2020-01-29,152397,"Male",60,"Single","Missouri","Basic","self-employed","Other","Reffered",1551.07
"967",2020-01-29,152398,"Female",54,"Married","Wyoming","Basic","Employees","Other","Reffered",2674.77
"968",2020-01-30,152400,"Female",76,"Married","Alaska","Basic","Employees","PayPal","Not Referred",1207.82
"969",2020-01-30,152401,"Female",49,"Married","Pennsylvania","Platinum","Unemployment","Card","Not Referred",601.43
"970",2020-01-30,152402,"Male",66,"Single","Hawaii","Basic","Employees","PayPal","Not Referred",1330.79
"971",2020-01-30,152403,"Female",49,"Married","South Dakota","Gold","Employees","PayPal","Reffered",999.93
"972",2020-01-30,152404,"Female",37,"Single","Colorado","Missing","workers","PayPal","Reffered",118.48
"973",2020-01-30,152405,"Male",74,"Married","Louisiana","Basic","workers","Other","Reffered",933.78
"974",2020-01-31,152406,"Male",77,"Married","Georgia","Missing","workers","Card","Not Referred",1270.63
"975",2020-01-31,152407,"Male",39,"Married","Louisiana","Missing","Employees","PayPal","Not Referred",1396.59
"976",2020-01-31,152408,"Female",42,"Married","Montana","Gold","Employees","PayPal","Reffered",915.11
"977",2020-01-31,152409,"Female",41,"Single","Ohio","Basic","workers","Card","Not Referred",1098.07
"978",2020-02-01,152411,"Male",41,"Single","Massachusetts","Basic","Employees","Other","Reffered",1958.74
"979",2020-02-01,152412,"Female",15,"Married","Illinois","Silver","workers","Card","Reffered",1228.67
"980",2020-02-01,152414,"Female",16,"Married","Utah","Platinum","self-employed","Other","Not Referred",2457.09
"981",2020-02-02,152416,"Male",68,"Single","Massachusetts","Basic","self-employed","Other","Reffered",2969.59
"982",2020-02-03,152417,"Female",25,"Married","Georgia","Silver","Employees","PayPal","Reffered",2626.08
"983",2020-02-03,152418,"Female",57,"Single","South Carolina","Missing","workers","Card","Reffered",1438.69
"984",2020-02-05,152419,"Female",67,"Married","New Hampshire","Silver","workers","Card","Reffered",1659.67
"985",2020-02-05,152420,"Male",75,"Married","Washington","Platinum","workers","PayPal","Reffered",1747.54
"986",2020-02-06,152423,"Male",51,"Married","Ohio","Gold","workers","Other","Not Referred",295.67
"987",2020-02-06,152424,"Female",39,"Married","Ohio","Missing","self-employed","Card","Not Referred",1659.23
"988",2020-02-08,152425,"Male",30,"Married","Florida","Basic","workers","Other","Reffered",1056.1
"989",2020-02-08,152426,"Female",70,"Married","Rhode Island","Silver","workers","Other","Not Referred",988.82
"990",2020-02-09,152427,"Male",70,"Married","Florida","Basic","self-employed","PayPal","Reffered",153.01
"991",2020-02-09,152428,"Female",21,"Single","Georgia","Platinum","workers","PayPal","Not Referred",438.2
"992",2020-02-10,152429,"Female",62,"Married","Tennessee","Basic","Unemployment","Other","Reffered",1728.43
"993",2020-02-10,152430,"Male",44,"Single","Michigan","Silver","self-employed","PayPal","Not Referred",1590.63
"994",2020-02-11,152433,"Female",51,"Married","Montana","Basic","Employees","Other","Not Referred",2582.89
"995",2020-02-12,152434,"Female",54,"Married","Alaska","Basic","Unemployment","Card","Reffered",1118.41
"996",2020-02-13,152436,"Male",50,"Single","New Jersey","Silver","self-employed","PayPal","Not Referred",454.37
"997",2020-02-14,152437,"Female",44,"Single","Florida","Basic","workers","PayPal","Not Referred",1778.33
"998",2020-02-14,152438,"Male",42,"Married","Nebraska","Basic","workers","Other","Reffered",1613.31
"999",2020-02-15,152439,"Male",41,"Married","West Virginia","Platinum","workers","Other","Reffered",2501.89
"1000",2020-02-15,152441,"Female",78,"Married","North Dakota","Basic","Employees","Card","Not Referred",99.55
"1001",2020-02-16,152442,"Female",16,"Married","Nevada","Platinum","workers","Card","Reffered",2988.13
"1002",2020-02-16,152443,"Female",49,"Single","Missouri","Basic","Unemployment","Card","Reffered",1600.78
"1003",2020-02-16,152444,"Female",62,"Married","Idaho","Silver","self-employed","Other","Not Referred",2481.34
"1004",2020-02-16,152445,"Male",65,"Single","Minnesota","Basic","workers","PayPal","Reffered",567.18
"1005",2020-02-16,152447,"Female",47,"Single","Indiana","Basic","Employees","Card","Reffered",567.78
"1006",2020-02-16,152448,"Male",22,"Married","Arizona","Basic","Employees","Other","Reffered",1021.49
"1007",2020-02-17,152449,"Female",58,"Single","Maine","Basic","workers","Other","Reffered",1771.53
"1008",2020-02-18,152451,"Female",72,"Single","New Mexico","Missing","workers","Other","Not Referred",2402.44
"1009",2020-02-18,152452,"Male",22,"Single","Colorado","Platinum","Employees","PayPal","Reffered",2789.94
"1010",2020-02-18,152453,"Male",21,"Married","Delaware","Basic","workers","Card","Not Referred",1167.4
"1011",2020-02-18,152454,"Male",62,"Single","North Carolina","Basic","Unemployment","Card","Reffered",1757.1
"1012",2020-02-19,152455,"Female",77,"Married","Washington","Silver","workers","PayPal","Reffered",881.16
"1013",2020-02-19,152456,"Female",62,"Married","Massachusetts","Basic","Employees","PayPal","Reffered",2640.97
"1014",2020-02-19,152457,"Male",48,"Married","Oklahoma","Gold","Employees","Card","Reffered",1522.01
"1015",2020-02-19,152458,"Female",22,"Married","Maine","Basic","Unemployment","PayPal","Reffered",1405.08
"1016",2020-02-20,152459,"Male",78,"Single","Virginia","Gold","Employees","Card","Not Referred",1764.55
"1017",2020-02-20,152460,"Male",75,"Married","Nebraska","Basic","workers","Other","Reffered",820.94
"1018",2020-02-20,152461,"Male",70,"Married","Rhode Island","Platinum","Employees","Other","Reffered",2772.92
"1019",2020-02-20,152462,"Male",77,"Married","Kentucky","Silver","Employees","Other","Reffered",583.11
"1020",2020-02-21,152463,"Female",58,"Single","Illinois","Basic","workers","PayPal","Reffered",405.51
"1021",2020-02-21,152464,"Female",44,"Married","Iowa","Basic","self-employed","PayPal","Reffered",2903.28
"1022",2020-02-21,152465,"Female",71,"Single","South Dakota","Gold","Employees","PayPal","Not Referred",2706.14
"1023",2020-02-21,152466,"Female",15,"Married","Minnesota","Basic","Unemployment","PayPal","Reffered",330.61
"1024",2020-02-22,152468,"Female",29,"Single","Florida","Platinum","Employees","Other","Not Referred",781.71
"1025",2020-02-23,152469,"Female",61,"Married","Minnesota","Missing","Employees","PayPal","Reffered",2919.78
"1026",2020-02-23,152470,"Male",50,"Married","Indiana","Basic","workers","Card","Reffered",1829.21
"1027",2020-02-24,152471,"Male",67,"Single","Arkansas","Basic","Unemployment","PayPal","Not Referred",166.09
"1028",2020-02-24,152472,"Male",66,"Married","Wisconsin","Basic","Employees","Other","Not Referred",1272.77
"1029",2020-02-24,152473,"Male",47,"Married","Pennsylvania","Platinum","Employees","PayPal","Not Referred",2633.65
"1030",2020-02-24,152474,"Male",16,"Married","Tennessee","Basic","Employees","PayPal","Not Referred",795.97
"1031",2020-02-24,152475,"Female",38,"Single","Ohio","Basic","Employees","Other","Not Referred",1060.68
"1032",2020-02-25,152476,"Female",62,"Married","New Mexico","Platinum","Employees","PayPal","Reffered",1401.41
"1033",2020-02-25,152477,"Male",40,"Single","Georgia","Silver","Employees","PayPal","Reffered",966.13
"1034",2020-02-26,152479,"Female",22,"Married","Mississippi","Basic","workers","Other","Reffered",1624.2
"1035",2020-02-26,152480,"Female",36,"Single","New Mexico","Gold","self-employed","Other","Not Referred",203.83
"1036",2020-02-26,152481,"Male",53,"Single","Michigan","Platinum","Employees","PayPal","Reffered",1793.15
"1037",2020-02-26,152483,"Female",29,"Single","Oregon","Missing","self-employed","Other","Not Referred",2580.54
"1038",2020-02-27,152484,"Female",78,"Married","Kentucky","Basic","Employees","PayPal","Reffered",818.33
"1039",2020-02-28,152485,"Male",53,"Single","New Mexico","Basic","Employees","PayPal","Reffered",2948.12
"1040",2020-02-28,152486,"Female",26,"Single","New Jersey","Basic","Employees","Card","Not Referred",131.54
"1041",2020-02-28,152487,"Male",43,"Married","Idaho","Silver","Employees","Card","Reffered",2902.45
"1042",2020-02-28,152488,"Female",71,"Single","Nevada","Platinum","Employees","PayPal","Reffered",1301.11
"1043",2020-02-28,152489,"Female",75,"Married","Maryland","Platinum","Employees","PayPal","Reffered",2740.01
"1044",2020-02-29,152490,"Male",38,"Single","Michigan","Silver","workers","PayPal","Reffered",2813.89
"1045",2020-03-02,152491,"Male",60,"Single","Oregon","Gold","workers","PayPal","Not Referred",1142.85
"1046",2020-03-02,152492,"Male",26,"Married","Maryland","Silver","Employees","PayPal","Reffered",8.67
"1047",2020-03-03,152493,"Male",76,"Single","Maine","Basic","self-employed","PayPal","Not Referred",2757.85
"1048",2020-03-04,152494,"Male",32,"Single","Kentucky","Silver","workers","PayPal","Reffered",2750.32
"1049",2020-03-04,152495,"Female",51,"Married","Alaska","Basic","Employees","Other","Reffered",2594.75
"1050",2020-03-05,152499,"Female",63,"Single","Oregon","Basic","workers","PayPal","Reffered",1462.64
"1051",2020-03-06,152500,"Female",56,"Married","Florida","Basic","Unemployment","Other","Reffered",2741.78
"1052",2020-03-06,152501,"Female",72,"Single","Arizona","Gold","Employees","Other","Reffered",2906.76
"1053",2020-03-07,152502,"Male",51,"Single","Idaho","Basic","Employees","PayPal","Reffered",1100.58
"1054",2020-03-07,152503,"Female",58,"Married","Massachusetts","Basic","Employees","PayPal","Not Referred",290.5
"1055",2020-03-07,152504,"Male",19,"Single","Minnesota","Silver","workers","Other","Reffered",1762.99
"1056",2020-03-07,152505,"Male",59,"Married","New Hampshire","Silver","self-employed","PayPal","Reffered",1177.86
"1057",2020-03-07,152506,"Female",43,"Single","Pennsylvania","Silver","Employees","PayPal","Reffered",501.28
"1058",2020-03-08,152507,"Female",58,"Single","New Jersey","Platinum","self-employed","Card","Reffered",508.39
"1059",2020-03-08,152508,"Male",37,"Married","Rhode Island","Silver","Unemployment","Card","Not Referred",2480.31
"1060",2020-03-08,152509,"Male",77,"Single","Texas","Silver","workers","Other","Reffered",332.43
"1061",2020-03-09,152510,"Female",40,"Married","Delaware","Basic","Employees","PayPal","Reffered",902.85
"1062",2020-03-09,152511,"Female",37,"Married","South Carolina","Silver","workers","PayPal","Reffered",1383.85
"1063",2020-03-10,152514,"Female",39,"Married","Indiana","Silver","self-employed","Other","Reffered",810.56
"1064",2020-03-10,152515,"Female",27,"Married","Kentucky","Silver","workers","Other","Not Referred",2957.04
"1065",2020-03-11,152516,"Female",19,"Married","Utah","Gold","Unemployment","Card","Not Referred",1101.86
"1066",2020-03-11,152517,"Male",65,"Married","California","Basic","Unemployment","PayPal","Reffered",884.14
"1067",2020-03-13,152519,"Male",19,"Married","Wisconsin","Platinum","workers","PayPal","Not Referred",719.49
"1068",2020-03-13,152520,"Male",16,"Married","Mississippi","Platinum","workers","Other","Reffered",1222.43
"1069",2020-03-13,152521,"Female",37,"Married","Nevada","Silver","self-employed","Other","Not Referred",507.25
"1070",2020-03-13,152522,"Female",30,"Single","Texas","Missing","Employees","PayPal","Not Referred",2457.09
"1071",2020-03-14,152523,"Female",34,"Married","Kentucky","Basic","Employees","Card","Not Referred",2015.07
"1072",2020-03-17,152526,"Male",17,"Married","Wisconsin","Platinum","self-employed","Card","Not Referred",411.33
"1073",2020-03-17,152527,"Male",60,"Married","Georgia","Basic","self-employed","PayPal","Reffered",2712.47
"1074",2020-03-17,152528,"Male",76,"Married","North Carolina","Platinum","workers","PayPal","Not Referred",1133.76
"1075",2020-03-17,152529,"Male",43,"Single","New Mexico","Platinum","self-employed","PayPal","Reffered",828.36
"1076",2020-03-18,152530,"Male",19,"Married","Georgia","Silver","self-employed","Other","Reffered",1035.28
"1077",2020-03-18,152531,"Female",68,"Single","Connecticut","Missing","Employees","Other","Not Referred",2420.7
"1078",2020-03-18,152532,"Male",54,"Married","Florida","Basic","Employees","PayPal","Reffered",1012.36
"1079",2020-03-20,152534,"Female",72,"Single","Tennessee","Missing","self-employed","PayPal","Not Referred",238.21
"1080",2020-03-20,152535,"Male",32,"Single","Arkansas","Basic","Unemployment","PayPal","Not Referred",2546.71
"1081",2020-03-20,152536,"Female",34,"Single","Missouri","Platinum","Unemployment","Other","Not Referred",2655.2
"1082",2020-03-20,152537,"Female",52,"Married","Ohio","Basic","Employees","Card","Reffered",2772.71
"1083",2020-03-21,152538,"Male",38,"Married","Washington","Gold","self-employed","PayPal","Reffered",1714.81
"1084",2020-03-23,152541,"Female",28,"Single","Illinois","Platinum","Employees","Card","Reffered",1105.48
"1085",2020-03-23,152542,"Female",50,"Single","New Hampshire","Missing","self-employed","PayPal","Not Referred",2541.8
"1086",2020-03-23,152543,"Female",47,"Married","Tennessee","Silver","Employees","Card","Reffered",1735.23
"1087",2020-03-23,152544,"Female",32,"Married","Kentucky","Basic","self-employed","PayPal","Not Referred",2940.55
"1088",2020-03-24,152545,"Female",68,"Single","Missouri","Missing","Unemployment","Card","Reffered",2401.06
"1089",2020-03-24,152546,"Male",55,"Married","Arizona","Basic","Unemployment","Card","Not Referred",1855.15
"1090",2020-03-24,152547,"Male",25,"Single","West Virginia","Basic","Employees","PayPal","Reffered",450.85
"1091",2020-03-24,152548,"Female",21,"Single","Massachusetts","Silver","workers","PayPal","Reffered",283.61
"1092",2020-03-24,152549,"Female",32,"Married","Florida","Basic","Unemployment","Card","Reffered",200.88
"1093",2020-03-24,152550,"Female",71,"Single","Kentucky","Silver","self-employed","PayPal","Not Referred",1364.29
"1094",2020-03-25,152551,"Female",77,"Single","Georgia","Platinum","workers","Other","Reffered",1844.08
"1095",2020-03-25,152553,"Male",47,"Married","North Carolina","Basic","workers","Card","Not Referred",1877.79
"1096",2020-03-26,152554,"Female",49,"Single","Connecticut","Basic","Employees","Card","Reffered",485.26
"1097",2020-03-26,152555,"Female",61,"Single","Maine","Basic","workers","Other","Reffered",250.49
"1098",2020-03-27,152556,"Female",77,"Single","Texas","Basic","Employees","Card","Reffered",1838.09
"1099",2020-03-27,152557,"Female",17,"Single","Alabama","Platinum","workers","Other","Reffered",1578.58
"1100",2020-03-27,152558,"Male",77,"Married","Colorado","Missing","self-employed","Card","Not Referred",2826.56
"1101",2020-03-27,152559,"Female",19,"Married","Washington","Silver","Employees","Other","Not Referred",2730.17
"1102",2020-03-30,152562,"Female",59,"Married","Wisconsin","Basic","workers","PayPal","Not Referred",123.42
"1103",2020-03-31,152563,"Male",45,"Married","Kansas","Basic","workers","Card","Reffered",2534.05
"1104",2020-03-31,152564,"Female",36,"Single","Washington","Basic","workers","Card","Reffered",590.22
"1105",2020-03-31,152565,"Male",45,"Married","Illinois","Basic","workers","Other","Not Referred",1364.74
"1106",2020-03-31,152566,"Male",58,"Married","Maine","Basic","Employees","PayPal","Reffered",76.54
"1107",2020-03-31,152567,"Male",77,"Married","Virginia","Gold","workers","PayPal","Reffered",426.6
"1108",2020-04-01,152568,"Male",55,"Married","New York","Basic","self-employed","PayPal","Not Referred",1112.58
"1109",2020-04-01,152569,"Female",48,"Single","Minnesota","Basic","workers","Card","Reffered",1689.39
"1110",2020-04-01,152570,"Female",68,"Married","Delaware","Basic","Employees","PayPal","Not Referred",228.12
"1111",2020-04-02,152571,"Female",24,"Single","West Virginia","Basic","Employees","Card","Reffered",1141.44
"1112",2020-04-03,152572,"Female",49,"Single","Colorado","Gold","Employees","Other","Reffered",840.99
"1113",2020-04-03,152573,"Female",66,"Married","Texas","Platinum","workers","PayPal","Not Referred",1152.59
"1114",2020-04-04,152574,"Female",32,"Married","Hawaii","Basic","Employees","Card","Reffered",857.79
"1115",2020-04-04,152575,"Male",15,"Married","Illinois","Platinum","self-employed","Card","Reffered",2417.48
"1116",2020-04-04,152576,"Female",26,"Married","South Dakota","Basic","Employees","PayPal","Not Referred",256.89
"1117",2020-04-05,152577,"Male",16,"Married","Wyoming","Gold","self-employed","Card","Not Referred",714.17
"1118",2020-04-05,152579,"Female",71,"Married","Nevada","Platinum","Employees","PayPal","Not Referred",1561.04
"1119",2020-04-06,152581,"Female",18,"Married","Arkansas","Missing","Employees","PayPal","Not Referred",754.73
"1120",2020-04-06,152582,"Male",41,"Married","Pennsylvania","Basic","self-employed","Other","Reffered",2865.28
"1121",2020-04-07,152584,"Female",16,"Single","Idaho","Basic","workers","Other","Not Referred",1794.19
"1122",2020-04-08,152586,"Male",69,"Married","Indiana","Basic","Employees","PayPal","Not Referred",1898.75
"1123",2020-04-09,152587,"Female",33,"Single","Kentucky","Basic","Unemployment","Card","Not Referred",669.93
"1124",2020-04-09,152588,"Female",36,"Single","California","Basic","self-employed","PayPal","Reffered",393.94
"1125",2020-04-09,152589,"Female",19,"Single","Montana","Gold","Employees","PayPal","Reffered",214.11
"1126",2020-04-11,152592,"Male",41,"Single","Washington","Basic","workers","Other","Not Referred",714.35
"1127",2020-04-12,152594,"Female",49,"Married","Louisiana","Platinum","Employees","PayPal","Not Referred",2846
"1128",2020-04-13,152596,"Male",60,"Married","Oregon","Basic","Employees","Other","Reffered",2491.1
"1129",2020-04-13,152597,"Male",51,"Single","Louisiana","Gold","self-employed","PayPal","Reffered",1493.06
"1130",2020-04-13,152598,"Male",56,"Married","Hawaii","Silver","workers","PayPal","Reffered",1239.01
"1131",2020-04-13,152599,"Female",28,"Married","Massachusetts","Basic","Employees","Card","Not Referred",1398.36
"1132",2020-04-14,152601,"Male",74,"Married","Kansas","Platinum","self-employed","Other","Not Referred",473.24
"1133",2020-04-14,152602,"Male",28,"Married","Washington","Silver","Unemployment","Card","Reffered",292.45
"1134",2020-04-14,152603,"Male",58,"Single","Idaho","Basic","self-employed","Other","Reffered",741.93
"1135",2020-04-15,152604,"Male",20,"Single","Wyoming","Basic","workers","PayPal","Reffered",2582.51
"1136",2020-04-15,152605,"Female",21,"Single","California","Silver","workers","Other","Reffered",977.61
"1137",2020-04-15,152606,"Female",34,"Married","Massachusetts","Basic","Employees","PayPal","Not Referred",247.8
"1138",2020-04-16,152607,"Female",57,"Married","Iowa","Basic","workers","Other","Reffered",402.66
"1139",2020-04-16,152608,"Female",35,"Single","Colorado","Gold","Employees","PayPal","Reffered",395.99
"1140",2020-04-17,152609,"Female",58,"Married","Colorado","Basic","workers","PayPal","Reffered",2903.98
"1141",2020-04-17,152610,"Male",37,"Single","Illinois","Platinum","self-employed","Card","Reffered",1583.01
"1142",2020-04-17,152611,"Female",51,"Married","New Jersey","Silver","workers","PayPal","Not Referred",1665.44
"1143",2020-04-18,152612,"Female",73,"Married","Minnesota","Missing","self-employed","PayPal","Reffered",2774.5
"1144",2020-04-18,152613,"Female",42,"Married","Oregon","Silver","Unemployment","Card","Reffered",2659.77
"1145",2020-04-19,152615,"Male",50,"Married","New Hampshire","Gold","self-employed","PayPal","Reffered",586.68
"1146",2020-04-19,152617,"Male",71,"Married","Mississippi","Basic","Employees","Other","Reffered",810.74
